Molecule ChEMBL ID,Standardized Smiles,pIC50,MolWt,TPSA,nRotB,HBD,HBA,LogP,NumHetAtoms,NumHeavyAtoms,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,RingCount,FractionCSP3,Asphericity,Eccentricity,InertShpFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadGyr,SphIndex
CHEMBL169065,COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,5.8327,395.1957396600008,95.5,8.0,1.0,8.0,2.4990000000000006,8.0,29.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.38095238095238093,0.514903709066146,0.9796381955460326,0.000552238858011353,0.20077102835646654,0.8828219779318471,1598.6234310112563,7029.4001623969725,7962.420893580919,4.579953669210735,0.16736898974301856
CHEMBL3741069,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,5.5918,479.19976242000075,50.68,7.0,1.0,3.0,7.740820000000007,4.0,37.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,0.030303030303030304,0.2574264910995826,0.926719439435853,0.0002400172602535938,0.37575401604200886,0.856305965950474,3567.684945014918,8130.398538991036,9494.735365958284,4.700536995035671,0.3844763203384776
CHEMBL3740595,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)c(OCCOC)cc23)c1,7.5686,718.2194271400011,123.03000000000002,17.0,1.0,11.0,7.158220000000007,12.0,52.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,0.2,0.5718137044153812,0.9852022033143724,0.00013183008908279387,0.171396086841288,0.8846558647346102,6710.576249243189,34636.44208014498,39152.44725194428,7.480979643415773,0.09543289164667283
CHEMBL3950023,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCNCC(=O)NO)cc3)cc12)c1ccccc1,7.0,473.21753772400075,144.05999999999997,12.0,6.0,7.0,3.2216000000000014,10.0,35.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.2,0.6739995811586256,0.9921742541597927,0.00043542561203138686,0.12486092015702585,0.9594176552212915,2203.4019789174313,16930.699833577695,17646.850400801304,6.231886386955792,0.13954900583466662
CHEMBL3936642,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,7.1135,600.0211377080007,108.48,9.0,1.0,9.0,5.590900000000004,12.0,38.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.15384615384615385,0.6818307018486038,0.9927191539650321,0.00030278934840817615,0.12045198774180164,0.9219633818332812,3044.9003133043684,23306.27034745955,25278.95446467312,6.549448417499624,0.037349005564767536
CHEMBL4456976,Cc1cc(=O)n2nc(SCc3ccc(C(C)C)cc3)nc2[nH]1,7.2076,314.12013219600055,63.050000000000004,7.0,1.0,5.0,3.141720000000001,6.0,22.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.3125,0.8191709644557709,0.997914534968299,0.0021214874080602284,0.06454905807990956,0.9650825640991365,454.90845735518883,6801.40397883469,7047.484051464044,4.769355832278204,0.06667140361184026
CHEMBL4539566,Cc1ccc(CSc2nc3[nH]c(C)cc(=O)n3n2)cc1,6.7747,286.0888320680004,63.05,5.0,1.0,5.0,2.32674,6.0,20.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.21428571428571427,0.795260732616047,0.9972821881250806,0.002406806670680861,0.07367657191028414,0.947002623843737,393.46850554300636,5057.451744671762,5340.4833496071515,4.340780176161084,0.035503641208876995
CHEMBL4565086,Cc1cc(=O)n2nc(SCc3cccc([N+](=O)[O-])c3)nc2[nH]1,7.1135,317.0582602120004,106.19,5.0,1.0,7.0,1.9265199999999998,9.0,22.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.15384615384615385,0.775945174000588,0.9966589179146923,0.0018423763813182326,0.08167619813087941,0.9682300775414578,525.5332663615036,6229.9314474021485,6434.350256109859,4.558781612405822,0.1015497446859784
CHEMBL441083,Cc1cccc(Nc2ncnc3ccccc23)c1,6.041,235.110947416,37.81,3.0,1.0,3.0,3.681820000000002,3.0,18.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.06666666666666667,0.5515061031984952,0.9833072037410543,0.0018052690615433927,0.18195313427074805,0.8441730526776748,467.6161967546042,2169.5091644229005,2569.981542932845,3.326453939845136,0.05765807923485739
CHEMBL3133911,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(S(=O)(=O)NC(=N)N)cc3)c2c1,4.2733,411.1113584040005,162.95,6.0,5.0,7.0,1.6696699999999998,11.0,29.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.5456012231627769,0.982757847561174,0.0005023694385057571,0.18489730408236907,0.9004764017451311,1792.4585628128564,8729.530400291433,9694.346662914793,4.9565474900643185,0.13639808549522736
CHEMBL3133905,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)c(OC)c3)c2c1,5.6021,398.0378378200004,76.14,6.0,2.0,5.0,4.269000000000002,7.0,25.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.05555555555555555,0.6195535491069822,0.9888623432153444,0.0006161752995860838,0.14883301438410323,0.8578047546502838,1392.1440136054057,8023.67511650827,9353.731222648003,4.848312022172776,0.02594914904320254
CHEMBL4531697,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,8.0458,693.159421632001,128.79,19.0,3.0,10.0,4.881400000000004,13.0,41.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.32142857142857145,0.5912052042721815,0.9867583415203264,0.0002251346073400656,0.16219733487346563,0.855855350055611,3801.5272736938323,20059.253489654267,23437.66792875791,5.8391569871802425,0.04682798615041964
CHEMBL4460897,Cc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2)cc1,5.057,466.08663914800053,93.09,7.0,2.0,5.0,4.887220000000004,9.0,32.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.043478260869565216,0.5076125883026117,0.9786761379428139,0.00031743359136785567,0.20540938883444004,0.9090242274467307,2863.6674005723435,12672.950643788708,13941.268297528792,5.618210179538401,0.16026451634247568
CHEMBL213342,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,7.5686,528.1831263760007,106.35000000000001,12.0,2.0,8.0,5.346600000000005,9.0,38.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.1724137931034483,0.7649354149477816,0.9962608090691594,0.0004760182290408558,0.0863967610091026,0.9771456135171008,2052.748306479738,23216.54168401061,23759.55166031588,6.809782993339029,0.1081316085884428
CHEMBL307209,Clc1cccc(Nc2ncnc3[nH]c(-c4ccccc4)c(-c4ccccc4)c23)c1,7.0177,396.11417422400046,53.6,4.0,2.0,3.0,6.688900000000004,5.0,29.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.0,0.4277178047292422,0.96782398086017,0.0004543799686815578,0.2516281821894627,0.8034463629460888,1768.2257544877964,5645.927808837927,7027.137179556526,4.265381233374708,0.15309724704512026
CHEMBL4288262,Clc1ccc(Nc2cc(Nc3cccc(Cl)n3)ncn2)cc1,6.6402,331.0391507120003,62.730000000000004,4.0,2.0,5.0,4.665600000000002,7.0,22.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.5654887494233419,0.9845179345071714,0.00064126624960913,0.1752838744258379,0.8347889443221341,1301.7821300137998,6199.733624164181,7426.707871890292,4.740161910983139,0.044643733598558985
CHEMBL4289682,O=C(O)CCCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1,6.025,334.08326802000045,104.21,7.0,3.0,6.0,3.067,8.0,23.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.2,0.8841071848390323,0.9991886976208214,0.0024165877072522745,0.04027339750761834,0.9723233978119717,402.35386238785827,9714.056891418904,9990.561693031903,5.480114315497723,0.03116492705211587
CHEMBL3114686,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,8.301,467.2321251680008,70.59,6.0,1.0,6.0,4.510700000000004,7.0,35.0,0.0,0.0,2.0,2.0,1.0,3.0,5.0,0.32142857142857145,0.4603634561671135,0.9728550560762307,0.0002789310101234152,0.2314152973917546,0.8277483225978701,2967.5736743348343,10614.700751428283,12823.584731786923,5.313864071715932,0.12063575856322835
CHEMBL593987,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(F)c3)ncnc2cc1OCCCN1CCN(C)CC1,6.3665,558.2213234520009,75.63999999999999,11.0,1.0,9.0,5.814100000000007,10.0,40.0,0.0,0.0,1.0,3.0,2.0,5.0,6.0,0.3,0.8406503965520464,0.998408476781186,0.0006487040194664733,0.056396041452145884,0.9701986049331512,1495.5951802658649,25729.18807909478,26519.506365263816,6.935350866085136,0.062019979042478815
CHEMBL4790485,COCCOc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,6.3344,654.2005032640009,150.21,15.0,2.0,11.0,5.452700000000005,15.0,46.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,0.3225806451612903,0.2877554787998263,0.9292784110412937,6.855680216050436e-05,0.3693800681852884,0.6677776837651457,9740.502221818231,17609.206810618303,26369.864160976333,6.403289162121636,0.07677308214604738
CHEMBL4763697,O=C(Nc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,6.3696,564.1932743720007,131.75,10.0,2.0,9.0,4.913200000000004,13.0,41.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,0.25,0.2461517488275605,0.9117737654517623,9.311054226846502e-05,0.4106928300249651,0.6561565626372392,7047.0705749446415,11258.978163404088,17158.981262264224,5.604467392376533,0.13281067189323223
CHEMBL4762998,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc(F)cc(F)c1F,6.4377,589.1503801880007,88.61,9.0,2.0,7.0,5.936600000000004,13.0,41.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,0.25,0.26817232733061924,0.9203907293157494,8.482871235090627e-05,0.39099987901484445,0.6526256020138571,7693.45170906493,12841.291833244828,19676.353170362094,5.837681824919151,0.1000886333041482
CHEMBL602645,CCCN(CCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.5253,344.14221881200075,23.550000000000004,12.0,0.0,2.0,4.232800000000004,5.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5882352941176471,0.5978548034887171,0.9865988839055172,0.0010021542488612668,0.16316446388962225,0.9951025079454212,992.9634176337042,6055.855323091599,6085.659793577514,4.360982326102974,0.2471280741168498
CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,5.0,375.11135840400055,139.12,5.0,3.0,8.0,0.5805000000000002,11.0,26.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.26666666666666666,0.39624509017914555,0.9611809645227711,0.0003771447559541198,0.2759187442691695,0.7455411461602174,1976.803692455195,5341.385901528523,7164.441465153763,4.391910725662916,0.058775426396302385
CHEMBL498247,CCC(C)[C@@H]1[C@@](C)(C(=O)/C=C/OC)[C@H]2[C@H](C)C[C@@](C)(O)C[C@]2(O)C(=O)[C@@]1(C)O,4.9788,396.2511888720009,104.06000000000002,15.0,3.0,6.0,2.2461000000000007,6.0,28.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.8181818181818182,0.11321600037508339,0.7868640157708472,0.0002411441166735486,0.6171264219630981,0.6277507903350895,2603.218353383731,2648.0350226345763,4218.290225044673,3.4555309481102228,0.3911387181785228
CHEMBL4444312,CCC/C=C\C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CS(=O)(=O)CC3)c(OC)cc1N(C)CCN(C)C,7.7959,645.309723856001,121.68999999999998,18.0,2.0,10.0,5.151000000000004,12.0,46.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,0.38235294117647056,0.3905792106663378,0.9612856886522155,0.00013899094122930798,0.2755536695317911,0.7919138132929602,5697.592996269135,16374.315043357445,20676.89029854053,5.752913582946497,0.13510855537865124
CHEMBL357097,c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,6.3372,274.1218464480004,53.6,3.0,2.0,3.0,3.674800000000001,4.0,21.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.058823529411764705,0.6025584637831214,0.9876226243378664,0.0012739172703741008,0.15684881859926586,0.8541209598532292,670.4681534008928,3651.037399248049,4274.613984271546,3.9582384042129917,0.03304082089822903
CHEMBL4781497,CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,6.6021,484.16814500800075,86.38,6.0,2.0,8.0,4.820500000000004,9.0,35.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,0.19230769230769232,0.6768819364245078,0.9923143218060846,0.0004966946313570653,0.12374282499818066,0.9639885993912385,1940.8073664042558,15119.39116353408,15684.201216779968,5.8125745440884655,0.127825610187801
CHEMBL3612571,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc21,5.8861,510.0861604800005,91.41000000000001,9.0,1.0,8.0,5.813500000000005,10.0,35.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.16,0.42837109998148887,0.9677435841548361,0.00020539258982243171,0.25193720512689577,0.7907422059168121,3849.9062045053984,12083.500423012454,15281.21343795283,5.524570612525379,0.11052596864842107
CHEMBL3699590,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,7.699,537.1891300560007,131.95,11.0,4.0,9.0,3.3912000000000013,12.0,38.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,0.23076923076923078,0.534672660893398,0.981540111372802,0.00021839889990532552,0.19125639797472763,0.8221155917833973,3764.284491083879,16180.776197810721,19681.874859848016,6.068563206834538,0.03636102186172417
CHEMBL2346678,Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.6925,422.1742759440006,97.2,8.0,3.0,6.0,5.284500000000004,6.0,32.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.07692307692307693,0.3118980965743124,0.9438412519404443,0.0003778397322341561,0.3303992904585216,0.8103551026521053,2144.705899140087,5260.2212512149035,6491.254554946853,4.055323975407918,0.2970720533503462
CHEMBL4434924,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1nc(C)cc(-c2cn(C)c3ccccc23)n1,7.4202,555.3321735520012,87.55,19.0,2.0,8.0,5.844420000000006,9.0,41.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.34375,0.39844197602840586,0.96169660604942,0.00015496192128133877,0.2741161029801546,0.7490331860777002,4833.6596493134875,13208.167809837214,17633.621654337592,5.665509576350754,0.062147587070333764
CHEMBL522623,O=C(/C=C\Cl)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.16,401.9883007840004,67.77000000000001,5.0,1.0,5.0,4.395000000000002,7.0,24.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.058823529411764705,0.579223743967442,0.9858323714383693,0.0006024922381151005,0.16773352504553432,0.8832650897893422,1466.019035452873,7719.884469313138,8740.167089762737,4.712115530493395,0.09562593979155373
CHEMBL453378,CCOC(=O)/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.8199,440.04840250400053,94.07000000000001,8.0,1.0,7.0,3.761800000000002,8.0,28.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.15,0.40961907021484295,0.9639922488443866,0.0002318537058214638,0.26593033705830227,0.7598265079118003,3277.180777506725,9363.688451320577,12323.455886073802,5.318453107323411,0.05190873306446546
CHEMBL460894,CC(C(=O)/C=C/C(=O)NCCCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.8401,510.13788620400084,100.11000000000001,13.0,2.0,7.0,3.827600000000002,9.0,33.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.2916666666666667,0.7086901247224543,0.9940613793806453,0.00039449547344237815,0.10882083451181994,0.9141571093561889,2317.281618922593,19466.48797375667,21294.466535917752,6.489681843979226,0.07176933049071918
CHEMBL336264,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.37,389.97860869200036,84.84,4.0,1.0,6.0,3.448100000000002,8.0,23.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.4541737264854263,0.9714489209045156,0.00044129246966890254,0.23724880204850834,0.7825753379804657,1773.3711580612842,5849.540741204113,7474.731769978325,4.39250649576383,0.030665224203031437
CHEMBL472746,C=CC(=O)NC1=CC=C2N=CN=C(Nc3ccc(OCc4ccccc4)cc3)C21,8.44,384.15862588000056,75.08,6.0,2.0,5.0,3.817700000000002,6.0,29.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,0.08695652173913043,0.6115436166706585,0.9883480886479259,0.0005567118102685877,0.15221056358213644,0.8809195569376149,1582.3618983628387,9157.929053120912,10395.874380354413,5.243054612712743,0.07692162399770908
CHEMBL516373,C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,9.11,331.0636158720003,78.21000000000001,2.0,2.0,5.0,2.5033000000000003,8.0,23.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.06666666666666667,0.2961612033197781,0.9369811286316309,0.000479955692479804,0.3493799716471958,0.732057421880848,1525.2604216412167,3195.8850036518,4365.620657790384,3.7007697481971116,0.14609360214799083
CHEMBL489307,O=C(CCCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,8.06,481.1113371080007,70.59,6.0,1.0,6.0,4.094900000000003,8.0,31.0,0.0,0.0,2.0,2.0,1.0,3.0,5.0,0.34782608695652173,0.5869094186438735,0.9863990510900245,0.00030342380806894583,0.16436822079921418,0.8511585907088771,2805.1806353820184,14526.248350721371,17066.44156481269,5.971112231618946,0.06406136734968804
CHEMBL128759,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.9201,403.0643869160005,94.4,9.0,3.0,7.0,2.3218999999999994,8.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.23529411764705882,0.6669227825385198,0.9917134923158892,0.0007926760385701442,0.12846925374821225,0.9690167465767615,1222.4625186409148,9220.779432152165,9515.603796040003,4.968416896501387,0.2409973938973707
CHEMBL338114,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,9.04,409.06505561200055,91.41,6.0,3.0,6.0,3.9086,8.0,26.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.1111111111111111,0.7355366596677086,0.9952248802007545,0.0008143507497210942,0.09760859505900955,0.9140640713525489,1122.4451769284985,10511.234258346125,11499.450189298608,5.309609158001576,0.03329597315766668
CHEMBL129509,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,8.03,378.2168094520007,75.2,8.0,2.0,7.0,3.2110200000000013,7.0,28.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.38095238095238093,0.7720975437903264,0.9965657902313867,0.0009518755105168941,0.0828047446737932,0.9393659762071265,986.8580143395279,11195.26236896023,11917.892123539845,5.642507806778437,0.04874732967586649
CHEMBL340399,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,8.14,345.17019360800055,91.41,7.0,3.0,6.0,3.4545200000000014,7.0,26.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.15789473684210525,0.7308183776144388,0.9949904615899664,0.0011680210529078675,0.09996990219553781,0.9544142268177597,817.1207397689287,7801.064539784333,8173.667492148464,4.930226340991075,0.11045765942924442
CHEMBL4516916,Fc1ccc(-c2csc(N3N=C(c4ccc(N5CCOCC5)cc4)CC3c3ccc(Cl)cc3)n2)cc1,4.6319,518.1343382880007,40.96,5.0,0.0,6.0,6.794900000000006,8.0,36.0,0.0,0.0,2.0,3.0,1.0,4.0,6.0,0.21428571428571427,0.2829607031134062,0.9271158167738135,0.00010698022066553761,0.3747749488530746,0.6630713640899888,6198.074372673165,10965.956080033446,16538.123456867004,5.697854108018757,0.10205071246358718
CHEMBL2316144,COc1cc(/C=C2\CCC/C(=C\c3ccccc3Br)C2=O)cc(OC)c1,5.0969,412.06740663200054,35.53,6.0,0.0,3.0,5.686300000000005,4.0,26.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,0.22727272727272727,0.6275442124198468,0.9894288995274025,0.0006772322574717584,0.14501880147068244,0.9203225283205987,1358.946680650364,8624.186879946517,9370.831001696659,4.838731133313111,0.13347409305727737
CHEMBL368234,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cn(C)cn1,6.5935,578.1833164040007,114.09000000000002,12.0,2.0,8.0,6.866580000000004,10.0,42.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.125,0.25582796738084046,0.9245989979301525,0.00010397801187198797,0.3809418499279881,0.7536325148650502,7247.998892235806,14339.006422968094,19026.523060162443,5.921866052499727,0.20152326407258886
CHEMBL359705,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1ccccc1N(C)C,5.8044,617.2193675640008,99.51,14.0,2.0,7.0,8.199080000000004,9.0,45.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,0.1388888888888889,0.24737790939473286,0.9182984658853538,8.609682229863653e-05,0.39588878179686493,0.7082864701249751,8226.627315793417,14718.297386680739,20780.147592094676,5.9471364124561665,0.1703544393993553
CHEMBL497804,O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.8539,494.0979527800006,79.3,6.0,3.0,7.0,4.880700000000003,9.0,34.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,0.2,0.6972114482493645,0.9934318351917002,0.0004619118466632102,0.11442547280938266,0.9555283697494626,2068.6379374161384,17274.494807934523,18078.474020048045,6.148268575857736,0.09862223104379271
CHEMBL501705,CCS(=O)(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.301,585.1071375600008,105.24000000000001,9.0,3.0,8.0,4.827700000000004,12.0,39.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,0.25925925925925924,0.771238218623995,0.996441732976861,0.0004471574430040523,0.08428447533247166,0.9911925957174601,2216.652347456235,26068.02006432939,26299.651729601996,6.8238256695967765,0.1102933678579325
CHEMBL179766,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,7.4685,604.2353519760009,102.30999999999999,14.0,3.0,7.0,7.723780000000008,9.0,44.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,0.17142857142857143,0.19870722467543744,0.9012175297811563,0.00011893209707820509,0.43336700845259385,0.8588283251561216,7221.165238441813,14310.598468376484,16662.932566616313,5.6176914813593175,0.34466067209010415
CHEMBL491686,Cc1cc(Nc2ccnc(Nc3cccc(-c4nc5ccccc5s4)c3)n2)n[nH]1,5.7212,399.1266145440006,91.41,6.0,3.0,7.0,5.272020000000002,8.0,29.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.047619047619047616,0.8244714445185086,0.9980512817935272,0.0010846147101932478,0.06239902972240436,0.9387524071126636,865.516941905946,13021.13376162431,13870.679492235475,5.8941976739031485,0.00448060100285514
CHEMBL466586,CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.301,551.1194164960007,97.4,7.0,3.0,8.0,5.244400000000003,11.0,38.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,0.2222222222222222,0.8923773982055585,0.9993033053261765,0.0007910861187137735,0.03732162863780738,0.9802497467244564,1239.1188816689692,32545.36348628269,33201.09349177015,7.7892190335137395,0.03533889134638721
CHEMBL431001,Cc1[nH]c2ncnc(Nc3cccc(C(=O)O)c3)c2c1C,4.7878,282.1116756880004,90.9,5.0,3.0,5.0,3.016540000000001,6.0,21.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.13333333333333333,0.5750601848386616,0.9854225873695391,0.0012070775257485295,0.17012443769759464,0.8504137569519826,704.5228983321733,3521.7513306016604,4141.221025426698,3.849683209198662,0.046042692222159586
CHEMBL497803,COC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.8539,536.1085174640006,76.58,6.0,1.0,7.0,6.3887000000000045,10.0,37.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,0.2222222222222222,0.7628805348280597,0.9962008109363046,0.0004756260645899972,0.08708584437122227,0.9718198504414602,2043.2434695924326,22801.232248153705,23462.406368624786,6.706499447543638,0.09035981420807758
CHEMBL491677,COc1cc2ncnc(Nc3ccc(N4Cc5ccccc5C4)cc3)c2cc1OC,5.7959,398.1742759440006,59.510000000000005,7.0,1.0,6.0,4.9108000000000045,6.0,30.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,0.16666666666666666,0.762316296276373,0.9962319398059105,0.0009255215307971429,0.08672901539019415,0.9379474526354005,1013.4258592855806,10959.886940665341,11684.969035174377,5.448550338525088,0.05794014191257572
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,7.1805,426.0650311120005,69.03999999999999,6.0,1.0,6.0,5.054500000000003,8.0,29.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.09523809523809523,0.624762961699619,0.9887681745137152,0.0007659880603717337,0.14945734197026017,0.9894498314483005,1291.7300969001017,8551.618206276049,8642.80121586223,4.651000221007075,0.0830141004536229
CHEMBL3628906,Cc1cc(Oc2ncnc3sc4c(c23)CCCC4)ccc1NC(=O)Nc1cccc(Br)c1,5.4828,508.0568590120006,76.14000000000001,5.0,2.0,5.0,7.077320000000004,8.0,32.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,0.20833333333333334,0.6779070782982228,0.992243690402364,0.0004653432628722729,0.12430791952525666,0.9858096819537974,2118.4569770474614,16800.17980151011,17042.01136289661,5.94096406426426,0.30594803626118766
CHEMBL78224,O=[N+]([O-])/C=C/c1ccc(O)c(O)c1,5.0458,181.037507704,83.60000000000001,4.0,2.0,4.0,1.3451999999999997,5.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6581224494494559,0.9914051977227005,0.004019226247257935,0.13082711465293856,0.9046873231945866,225.0899221739004,1556.5274806357568,1720.5143044775127,3.1091069860208296,0.03220529475989439
